id,titulo,nota,tipo de nota,diretor,generos
629,Prêt-à-Porter,4.2,0 a 5, Robert Altman,Comédia
630,A Paixão de Cristo,4.1,0 a 5, Mel Gibson,Drama
631,Star Trek: First Contact,4.3,0 a 5, Jonathan Frakes,"Ficção científica, Ação, Aventura, Thriller"
632,Independence Day,4.4,0 a 5, Roland Emmerich,"Ação, Aventura, Ficção científica"
633,Scream,4.4,0 a 5, Wes Craven,"Terror, Mistério, Thriller"
634,Morte Súbita,4.2,0 a 5, Peter Hyams,"Ação, Terror, Thriller"
635,O Nome da Rosa,4.1,0 a 5, Jean-Jacques Annaud,"Drama, Thriller, Mistério"
636,A Vida é Bela,4.7,0 a 5,Roberto Benigni,"Comédia, Drama"
637,O Mundo Perdido: Jurassic Park,4.4,0 a 5,Steven Spielberg,"Aventura, Ação, Ficção científica"
638,Titanic,4.6,0 a 5,James Cameron,"Drama, Romance"
639,A Lista de Schindler,4.8,0 a 5,Steven Spielberg,"Drama, História, Guerra"
640,O Quinto Elemento,4.3,0 a 5,Luc Besson,"Aventura, Fantasia, Ação, Thriller, Ficção científica"
641,Boogie Nights,4.4,0 a 5,Paul Thomas Anderson,Drama
642,O Show de Truman,4.5,0 a 5,Peter Weir,"Comédia, Drama"
643,L.A. Confidential,4.4,0 a 5,Curtis Hanson,"Crime, Mistério, Thriller"
644,Gattaca,4.2,0 a 5,Andrew Niccol,"Thriller, Ficção científica, Mistério, Romance"
645,A Chegada,4.3,0 a 5,Mike Nichols,"Drama, Ficção científica, Mistério"
646,O Casamento de Rachel,4.1,0 a 5,Jonathan Demme,"Drama, Romance"
647,Chasing Amy,4.2,0 a 5,Kevin Smith,"Comédia, Drama, Romance"
648,Men in Black,4.3,0 a 5,Barry Sonnenfeld,"Ação, Aventura, Comédia, Ficção científica"
649,O Clube da Luta,4.5,0 a 5,David Fincher,Drama
650,O Corvo,4.2,0 a 5,Alex Proyas,"Ação, Fantasia, Terror"
651,O Show de Truman,4.5,0 a 5,Peter Weir,"Comédia, Drama"
652,A Vida é Bela,4.7,0 a 5,Roberto Benigni,"Comédia, Drama"
653,O Resgate do Soldado Ryan,4.7,0 a 5,Steven Spielberg,"Drama, História, Guerra"
654,O Clube da Luta,4.5,0 a 5,David Fincher,Drama
655,O Grande Lebowski,4.4,0 a 5,Joel Coen,"Comédia, Crime"
656,A Máscara,4.3,0 a 5,Chuck Russell,"Ação, Aventura"
657,A Morte de um Ciclista,4.2,0 a 5,Antonio Hernández,"Crime, Drama, Thriller"
658,Lola Rennt,4.4,0 a 5,Tom Tykwer,"Ação, Drama, Thriller"
659,O Príncipe do Egito,4.3,0 a 5,Brenda Chapman,"Aventura, Animação, Drama, Família"
660,O Resgate,4.2,0 a 5,David M. Evans,"Ação, Thriller, Ficção científica"
661,Mulan,4.4,0 a 5,Tony Bancroft,"Animação, Família, Aventura"
662,O Homem Bicentenário,4.2,0 a 5,Chris Columbus,"Ficção científica, Drama"
663,O Livro de Jeremias,4.3,0 a 5,Joel Schumacher,Desconhecido
664,O Projeto Mindhunter,4.1,0 a 5,David Fincher,Desconhecido
665,Coração Valente,4.4,0 a 5,Mel Gibson,"Ação, Drama, História, Guerra"
666,Matrix,4.6,0 a 5,The Wachowskis,Desconhecido
667,Clube da Luta,4.5,0 a 5,David Fincher,Drama
668,O Sexto Sentido,4.4,0 a 5,M. Night Shyamalan,"Mistério, Thriller, Drama"
669,Beleza Americana,4.6,0 a 5,Sam Mendes,Drama
670,Os Outros,4.4,0 a 5,Alejandro Amenábar,"Terror, Mistério, Thriller"
671,O Resgate do Soldado Ryan,4.7,0 a 5,Steven Spielberg,"Drama, História, Guerra"
672,A Vida é Bela,4.7,0 a 5,Roberto Benigni,"Comédia, Drama"
673,O Fabuloso Destino de Amélie Poulain,4.5,0 a 5,Jean-Pierre Jeunet,"Comédia, Romance"
674,O Príncipe do Egito,4.3,0 a 5,Brenda Chapman,"Aventura, Animação, Drama, Família"
675,O Coração do Anjo,4.2,0 a 5,Alan Parker,Desconhecido
676,Lola Rennt,4.4,0 a 5,Tom Tykwer,"Ação, Drama, Thriller"
677,O Pacto dos Lobos,4.3,0 a 5,Christophe Gans,"Aventura, Terror, Ação, História"
678,O Homem Bicentenário,4.2,0 a 5,Chris Columbus,"Ficção científica, Drama"
679,Magnólia,4.4,0 a 5,Paul Thomas Anderson,Drama
680,A Vida em Preto e Branco,4.1,0 a 5,David Anspaugh,"Fantasia, Comédia, Drama"
681,Gladiador,4.6,0 a 5,Ridley Scott,"Ação, Drama, Aventura"
682,Memento,4.5,0 a 5,Christopher Nolan,"Mistério, Thriller"
683,O Senhor dos Anéis: A Sociedade do Anel,4.7,0 a 5,Peter Jackson,"Aventura, Fantasia, Ação"
684,Hidden Dragon,4.5,0 a 5,Ang Lee,"Animação, Família, Aventura"
685,O Grinch,4.3,0 a 5,Ron Howard,"Animação, Família, Comédia, Fantasia"
686,O Patriota,4.3,0 a 5,Roland Emmerich,"Drama, História, Guerra, Ação"
687,American Psycho,4.4,0 a 5,Mary Harron,"Thriller, Drama, Crime"
688,Cast Away,4.4,0 a 5,Robert Zemeckis,"Aventura, Drama"
689,O Jogo da Imitação,4.2,0 a 5,Frank Darabont,"História, Drama, Thriller, Guerra"
690,Requiem for a Dream,4.6,0 a 5,Darren Aronofsky,"Crime, Drama"
691,O Exorcista: O Início,4.1,0 a 5,Paul Schrader,"Terror, Mistério, Thriller"
692,A Nova Cinderela,4.2,0 a 5,Andy Tennant,"Comédia, Família, Romance"
693,X-Men,4.3,0 a 5,Bryan Singer,"Ação, Aventura, Ficção científica, Fantasia"
694,Billy Elliot,4.5,0 a 5,Stephen Daldry,"Drama, Comédia, Música"
695,Os Reis da Rua,4.2,0 a 5,David Ayer,"Ação, Crime, Drama, Thriller"
696,O Senhor dos Anéis: As Duas Torres,4.8,0 a 5,Peter Jackson,"Aventura, Fantasia, Ação"
697,Harry Potter e a Pedra Filosofal,4.5,0 a 5,Chris Columbus,"Aventura, Fantasia"
698,A Bela e a Fera,4.3,0 a 5,Robert Tieman,"Família, Fantasia, Romance"
699,Donnie Darko,4.4,0 a 5,Richard Kelly,"Fantasia, Drama, Mistério"
700,Cidade de Deus,4.7,0 a 5,Fernando Meirelles,"Drama, Crime"
701,Moulin Rouge,4.4,0 a 5,Baz Luhrmann,"Drama, Romance, Música"
702,O Protetor,4.3,0 a 5,Philippe Harel,"Thriller, Ação, Crime"
703,O Vingador,4.2,0 a 5,Chuck Russell,"Ação, Aventura, Ficção científica"
704,Jurassic Park III,4.1,0 a 5,Joe Johnston,"Aventura, Ação, Thriller, Ficção científica"
705,O Escorpião Rei,4.2,0 a 5,Chuck Russell,"Ação, Aventura, Fantasia, Drama"
706,Através da Noite,4.1,0 a 5,David Cronenberg,"Comédia, Drama, Música"
707,O Homem Que Copiava,4.2,0 a 5,José Eduardo Belmonte,"Comédia, Drama, Romance, Crime"
708,Amor à Flor da Pele,4.5,0 a 5,Wong Kar Wai,"Drama, Romance"
709,O Curioso Caso de Benjamin Button,4.3,0 a 5,David Fincher,"Drama, Fantasia, Romance"
710,A Múmia 2,4.1,0 a 5,Stephen Sommers,"Família, Comédia, Fantasia, Cinema TV"
711,O Senhor dos Anéis: O Retorno do Rei,4.9,0 a 5,Peter Jackson,"Aventura, Fantasia, Ação"
712,Chicago,4.6,0 a 5,Rob Marshall,"Comédia, Crime, Drama"
713,Os Incríveis,4.5,0 a 5,Brad Bird,"Ação, Aventura, Animação, Família"
714,O Pianista,4.7,0 a 5,Roman Polanski,Drama
715,A Vila,4.2,0 a 5,M. Night Shyamalan,"Ação, Animação, Fantasia"
716,Gangs de Nova York,4.4,0 a 5,Martin Scorsese,"Drama, História, Crime"
717,Kill Bill: Volume 1,4.4,0 a 5,Quentin Tarantino,"Ação, Crime"
718,Moulin Rouge,4.4,0 a 5,Baz Luhrmann,"Drama, Romance, Música"
719,Hable con Ella,4.5,0 a 5,Pedro Almodóvar,"Drama, Romance"
720,A Última Ceia,4.3,0 a 5,Robert Rodriguez,"Drama, Romance"
721,O Despertar,4.1,0 a 5,Bob Balaban,"Ficção científica, Aventura, Ação"
722,O Coração do Guerreiro,4.2,0 a 5,Domingos de Oliveira,"Ação, Drama, Família, Romance"
723,A Máquina do Tempo,4.0,0 a 5,Simon Wells,"Ficção científica, Aventura, Ação"
724,Em Busca da Terra do Nunca,4.1,0 a 5,Marc Forster,"Drama, Fantasia"
725,O Senhor dos Anéis: O Retorno do Rei,4.9,0 a 5,Peter Jackson,"Aventura, Fantasia, Ação"
726,Matrix Reloaded,4.4,0 a 5,Andy Wachowski,"Aventura, Ação, Thriller, Ficção científica"
727,Finding Nemo,4.6,0 a 5,Andrew Stanton,"Animação, Família"
728,Piratas do Caribe: A Maldição do Pérola Negra,4.5,0 a 5,Gore Verbinski,"Aventura, Fantasia, Ação"
729,Lost in Translation,4.5,0 a 5,Sofia Coppola,"Drama, Romance"
730,O Último Samurai,4.3,0 a 5,Edward Zwick,"Drama, Ação, Guerra"
731,Master & Commander: O Lado de Fora do Mundo,4.2,0 a 5,Peter Weir,"Ação, Comédia, Fantasia"
732,A Caverna,4.0,0 a 5,Sharon Maguire,"Ficção científica, Aventura"
733,O Jardineiro Fiel,4.4,0 a 5,Fernando Meirelles,"Drama, Mistério, Thriller"
734,O Albergue,4.1,0 a 5,Eli Roth,Terror
735,O Marido da Minha Melhor Amiga,4.1,0 a 5,John Hamburg,Desconhecido
736,O Amor Não Tira Férias,4.2,0 a 5,Nancy Meyers,"Comédia, Romance"
737,Na Cama com Madonna,4.0,0 a 5,Jean-Baptiste Mondino,"Música, Documentário"
738,O Exótico Hotel Marigold,4.2,0 a 5,John Madden,"Drama, Comédia"
739,A Hora do Pesadelo,4.1,0 a 5,Wes Craven,Terror
740,Os Incríveis,4.8,0 a 5,Brad Bird,"Ação, Aventura, Animação, Família"
741,A Paixão de Cristo,4.5,0 a 5,Mel Gibson,Drama
742,O Senhor dos Anéis: O Retorno do Rei,4.9,0 a 5,Peter Jackson,"Aventura, Fantasia, Ação"
743,Kill Bill: Volume 2,4.6,0 a 5,Quentin Tarantino,"Ação, Crime, Thriller"
744,Sideways,4.5,0 a 5,Alexander Payne,"Comédia, Drama, Romance"
745,Efeito Borboleta,4.2,0 a 5,Eric Bress,"Ficção científica, Thriller"
746,Desventuras em Série,4.3,0 a 5,Brad Silberling,"Aventura, Comédia, Família"
747,A Escorpião Rei,4.1,0 a 5,Chuck Russell,"Ação, Aventura, Fantasia, Ficção científica"
748,O Estranho Mundo de Jack,4.4,0 a 5,Henry Selick,"Fantasia, Animação, Família"
749,Cazuza: O Tempo Não Pára,4.4,0 a 5,Daniela Thomas,"Drama, Música, História"
750,O Aviador,4.3,0 a 5,Martin Scorsese,Drama
751,A Interpretação dos Sonhos,4.2,0 a 5,David Cronenberg,Desconhecido
752,Mar Não Está pra Peixe,4.1,0 a 5,Andrew Stanton,"Animação, Família"
753,O Mundo de Beakman,4.0,0 a 5,Roberto M. P. Martins,Desconhecido
754,Trovão Tropical,4.2,0 a 5,Ben Stiller,"Ação, Comédia, Aventura, Guerra"
755,Batman Begins,4.8,0 a 5,Christopher Nolan,"Ação, Crime, Drama"
756,O Labirinto do Fauno,4.7,0 a 5,Guillermo del Toro,"Fantasia, Drama, Guerra"
757,Os Infiltrados,4.6,0 a 5,Martin Scorsese,"Drama, Thriller, Crime"
758,Os Fantasmas de Scrooge,4.4,0 a 5,Robert Zemeckis,"Animação, Família, Fantasia"
759,Capote,4.5,0 a 5,Bennett Miller,"Crime, Drama"
760,A Travessia,4.3,0 a 5,Ang Lee,"História, Drama"
761,Madagascar,4.2,0 a 5,Eric Darnell,"Família, Animação, Aventura, Comédia"
762,Histórias Cruzadas,4.4,0 a 5,George Clooney,Drama
763,O Caçador de Pipas,4.2,0 a 5,Marc Forster,Drama
764,O Protetor,4.3,0 a 5,Tony Scott,"Thriller, Ação, Crime"
765,A Dama na Água,4.1,0 a 5,M. Night Shyamalan,"Drama, Fantasia, Mistério"
766,A Caverna,4.0,0 a 5,Ricardo de Montreuil,"Ficção científica, Aventura"
767,Um Jogo de Mestre,4.2,0 a 5,David Frankel,"Ação, Crime, Thriller"
768,A Queda!,4.3,0 a 5,Oliver Hirschbiegel,"Thriller, Ação"
769,Guerra dos Mundos,4.1,0 a 5,Steven Spielberg,"Aventura, Thriller, Ficção científica"
770,O Mínimo para Viver,4.0,0 a 5,Lone Scherfig,Drama
771,O Labirinto do Fauno,4.8,0 a 5,Guillermo del Toro,"Fantasia, Drama, Guerra"
772,O Último Rei da Escócia,4.6,0 a 5,Kevin Macdonald,Drama
773,Os Infiltrados,4.7,0 a 5,Martin Scorsese,"Drama, Thriller, Crime"
774,Babel,4.5,0 a 5,Alejandro González Iñárritu,Drama
775,A Rainha,4.4,0 a 5,Stephen Frears,"Ação, Guerra"
776,Piratas do Caribe: O Baú da Morte,4.5,0 a 5,Gore Verbinski,"Aventura, Fantasia, Ação"
777,O Diabo Veste Prada,4.3,0 a 5,David Frankel,"Drama, Comédia"
778,A Vida Secreta das Palavras,4.3,0 a 5,Isabel Coixet,"Romance, Drama"
779,O Código Da Vinci,4.2,0 a 5,Ron Howard,"Thriller, Mistério"
780,V de Vingança,4.4,0 a 5,James McTeigue,"Ação, Thriller, Ficção científica"
781,O Pacto,4.1,0 a 5,Géla Babluani,"Guerra, Ação, Thriller"
782,Pequena Miss Sunshine,4.5,0 a 5,Valerie Faris,"Comédia, Drama"
783,Os Sem-Floresta,4.2,0 a 5,Tim Johnson,"Família, Comédia, Animação"
784,A Dama de Ferro,4.3,0 a 5,Phyllida Lloyd,"História, Drama"
785,O Fim da Escuridão,4.0,0 a 5,Martin Campbell,"Crime, Drama, Mistério, Thriller"
786,A Última Ceia,4.1,0 a 5,Roberto Rodrigues,"Drama, Romance"
787,Desejo e Reparação,4.7,0 a 5,Joe Wright,"Drama, Romance"
788,Onde Os Fracos Não Têm Vez,4.6,0 a 5,Joel e Ethan Coen,"Crime, Drama, Thriller"
789,O Último Rei da Escócia,4.5,0 a 5,Kevin Macdonald,Drama
790,Ratatouille,4.8,0 a 5,Brad Bird,"Animação, Comédia, Família, Fantasia"
791,A Rede Social,4.6,0 a 5,David Fincher,Drama
792,O Pianista,4.5,0 a 5,Roman Polanski,Drama
793,Harry Potter e a Ordem da Fênix,4.4,0 a 5,Davies Yates,"Aventura, Fantasia"
794,Os Simpsons - O Filme,4.2,0 a 5,David Silverman,"Animação, Comédia, Família"
795,Sangue Negro,4.5,0 a 5,Paul Thomas Anderson,Drama
796,A Bússola de Ouro,4.3,0 a 5,Chris Weitz,"Aventura, Fantasia"
797,A Vida é Bela,4.4,0 a 5,Roberto Benigni,"Comédia, Drama"
798,Transformers,4.3,0 a 5,Michael Bay,"Aventura, Ficção científica, Ação"
799,O Fabuloso Destino de Amélie Poulain,4.2,0 a 5,Jean-Pierre Jeunet,"Comédia, Romance"
800,O Orfanato,4.4,0 a 5,J.A. Bayona,"Terror, Thriller"
801,O Caçador de Pipas,4.2,0 a 5,Marc Forster,Drama
802,A Última Ceia,4.1,0 a 5,Roberto Rodrigues,"Drama, Romance"
803,O Cavaleiro das Trevas,4.9,0 a 5,Christopher Nolan,"Drama, Ação, Crime, Thriller"
804,A Estranha Família de Benjamim Button,4.6,0 a 5,David Fincher,Desconhecido
805,O Lado Bom da Vida,4.5,0 a 5,David O. Russell,"Drama, Comédia, Romance"
806,Wall-E,4.8,0 a 5,Andrew Stanton,"Animação, Família, Ficção científica"
807,Slumdog Millionaire,4.7,0 a 5,Danny Boyle,"Drama, Romance"
808,A Orfã,4.3,0 a 5,J.A. Bayona,"Terror, Thriller, Mistério"
809,O Último Mestre do Ar,4.1,0 a 5,M. Night Shyamalan,"Ação, Aventura, Fantasia"
810,O Código Da Vinci,4.2,0 a 5,Ron Howard,"Thriller, Mistério"
811,Os Estranhas,4.2,0 a 5,Martin McDonagh,"Terror, Thriller"
812,Homem de Ferro,4.6,0 a 5,Jon Favreau,"Aventura, Ação, Ficção científica"
813,Quero Falar com Philip,4.4,0 a 5,Rami Alayan,Desconhecido
814,O Procurado,4.3,0 a 5,Timur Bekmambetov,"Ação, Thriller, Crime"
815,A Viagem de Chihiro,4.5,0 a 5,Hayao Miyazaki,"Animação, Família, Fantasia"
816,Frost/Nixon,4.4,0 a 5,Ron Howard,"Drama, História"
817,A Morte e Vida de Charlie St. Cloud,4.2,0 a 5,Burr Steers,"Drama, Romance"
818,Avatar,4.8,0 a 5,James Cameron,"Ação, Aventura, Fantasia, Ficção científica"
819,Os Infiltrados,4.6,0 a 5,Martin Scorsese,"Drama, Thriller, Crime"
820,Bastardos Inglórios,4.7,0 a 5,Quentin Tarantino,"Drama, Thriller, Guerra"
821,Up - Altas Aventuras,4.6,0 a 5,Pete Docter,"Animação, Comédia, Família, Aventura"
822,Preciosa,4.5,0 a 5,Lee Daniels,"Romance, Drama, Música"
823,O Escafandro e a Borboleta,4.5,0 a 5,Julian Schnabel,"Drama, História"
824,A Estranha Perfeita,4.4,0 a 5,Katherine Hardwicke,"Thriller, Crime, Mistério"
825,Um Sonho de Liberdade,4.4,0 a 5,Michael Mann,"Drama, Crime"
826,Onde Vivem os Monstros,4.3,0 a 5,Spike Jonze,"Família, Fantasia, Drama, Aventura"
827,Star Trek,4.5,0 a 5,J.J. Abrams,"Ação, Aventura, Ficção científica"
828,O Código Da Vinci,4.2,0 a 5,Ron Howard,"Thriller, Mistério"
829,Amor Sem Fronteiras,4.1,0 a 5,Brett Ratner,"Romance, Drama, História"
830,Os Fantasmas de Scrooge,4.3,0 a 5,Robert Zemeckis,"Animação, Família, Fantasia"
831,A Estrada,4.2,0 a 5,John Hillcoat,"Aventura, Drama"
832,Feliz Natal,4.0,0 a 5,Christian Carion,"Drama, Guerra, Romance, História"
833,O Último Mestre do Ar,4.1,0 a 5,M. Night Shyamalan,"Ação, Aventura, Fantasia"
834,A Origem,4.8,0 a 5,Christopher Nolan,"Ação, Comédia, Aventura, Thriller"
835,O Discurso do Rei,4.6,0 a 5,Tom Hooper,"Drama, História"
836,Cisne Negro,4.7,0 a 5,Darren Aronofsky,"Drama, Thriller, Terror"
837,A Rede Social,4.5,0 a 5,David Fincher,Drama
838,Toy Story 3,4.7,0 a 5,Lee Unkrich,"Animação, Família, Comédia"
839,O Lobo de Wall Street,4.5,0 a 5,Martin Scorsese,"Crime, Drama, Comédia"
840,Bravura Indômita,4.4,0 a 5,Joel e Ethan Coen,"Drama, Aventura, Faroeste"
841,O Escritor Fantasma,4.4,0 a 5,Roman Polanski,"Thriller, Mistério"
842,O Todo Poderoso,4.3,0 a 5,Tom Shadyac,Documentário
843,A Garota da Capa Vermelha,4.1,0 a 5,Catherine Hardwicke,"Thriller, Drama, Fantasia, Mistério, Terror"
844,O Último Mestre do Ar,4.2,0 a 5,M. Night Shyamalan,"Ação, Aventura, Fantasia"
845,A Estrada,4.2,0 a 5,John Hillcoat,"Aventura, Drama"
846,O Vencedor,4.3,0 a 5,David O. Russell,Drama
847,Harry Potter e as Relíquias da Morte – Parte 1,4.4,0 a 5,Davies Yates,"Aventura, Fantasia"
848,Muitos Vivos,4.0,0 a 5,Andrew Stanton,"Faroeste, Música, Comédia"
849,O Artista,4.8,0 a 5,Michel Hazanavicius,"Drama, Comédia, Romance"
850,Cisne Negro,4.7,0 a 5,Darren Aronofsky,"Drama, Thriller, Terror"
851,Os Descendentes,4.6,0 a 5,Alexander Payne,"Comédia, Drama"
852,A Invenção de Hugo Cabret,4.5,0 a 5,Martin Scorsese,"Aventura, Drama, Família"
853,Missão: Impossível – Protocolo Fantasma,4.4,0 a 5,Brad Bird,"Ação, Thriller, Aventura"
854,Harry Potter e as Relíquias da Morte – Parte 2,4.5,0 a 5,Davies Yates,"Fantasia, Aventura"
855,Meia-Noite em Paris,4.4,0 a 5,Woody Allen,"Fantasia, Comédia, Romance"
856,A Intérprete,4.3,0 a 5,Sergei Bodrov,"Crime, Thriller"
857,O Espião que Sabia Demais,4.2,0 a 5,Tomas Alfredson,"Drama, Thriller, Mistério"
858,A Mulher de Preto,4.3,0 a 5,James Watkins,"Drama, Terror, Thriller"
859,Os Muppets,4.4,0 a 5,James Bobin,"Comédia, Família, Música"
860,A Separação,4.6,0 a 5,Asghar Farhadi,Documentário
861,Os Pinguins do Papai,4.2,0 a 5,Eric Darnell,"Comédia, Família"
862,A Rede Social,4.3,0 a 5,David Fincher,Drama
863,Rango,4.5,0 a 5,Gore Verbinski,"Animação, Comédia, Família, Faroeste, Aventura"
864,O Último Desafio,4.1,0 a 5,Kim Jee-woon,"Ação, Crime, Thriller"
865,O Lobo de Wall Street,4.7,0 a 5,Martin Scorsese,"Crime, Drama, Comédia"
866,Argo,4.5,0 a 5,Ben Affleck,"Drama, Thriller"
867,A Vida de Pi,4.6,0 a 5,Ang Lee,"Comédia, Drama, Romance"
868,Os Vingadores,4.8,0 a 5,Joss Whedon,"Ficção científica, Ação, Aventura"
869,Django Livre,4.6,0 a 5,Quentin Tarantino,"Drama, Faroeste"
870,A Espera,4.4,0 a 5,Paolo Sorrentino,"Ficção científica, Aventura, Thriller"
871,Os Miseráveis,4.5,0 a 5,Tom Hooper,"História, Drama"
872,A Invenção de Hugo Cabret,4.4,0 a 5,Martin Scorsese,"Aventura, Drama, Família"
873,O lado bom da vida,4.5,0 a 5,David O. Russell,"Drama, Comédia, Romance"
874,O Exótico Hotel Marigold,4.3,0 a 5,John Madden,"Drama, Comédia"
875,O Hobbit: Uma Jornada Inesperada,4.2,0 a 5,Peter Jackson,"Aventura, Fantasia, Ação"
876,A Morte do Demônio,4.1,0 a 5,Fede Alvarez,"Terror, Thriller"
877,As Aventuras de Pi,4.4,0 a 5,Ang Lee,"Aventura, Drama"
878,Os Sem-Floresta,4.3,0 a 5,Tim Johnson,"Família, Comédia, Animação"
879,A Possessão,4.0,0 a 5,Ole Bornedal,"Terror, Thriller"
880,12 Anos de Escravidão,4.7,0 a 5, Steve McQueen,"Drama, História"
881,Gravidade,4.6,0 a 5, Alfonso Cuarón,Animação
882,O Lobo de Wall Street,4.5,0 a 5, Martin Scorsese,"Crime, Drama, Comédia"
883,A Grande Beleza,4.5,0 a 5, Paolo Sorrentino,Drama
884,O Hobbit: A Desolação de Smaug,4.4,0 a 5, Peter Jackson,"Fantasia, Aventura, Ação"
885,Her,4.4,0 a 5, Spike Jonze,"Romance, Ficção científica, Drama"
886,O Homem de Aço,4.3,0 a 5, Zack Snyder,"Ação, Aventura, Ficção científica"
887,O Vendedor de Passados,4.3,0 a 5, Lula Buarque de Hollanda,Drama
888,Django Livre,4.3,0 a 5, Quentin Tarantino,"Drama, Faroeste"
889,A Caverna,4.2,0 a 5, Luciano Sabino,"Ficção científica, Aventura"
890,O Espião Que Sabia Demais,4.2,0 a 5, Tomas Alfredson,"Drama, Thriller, Mistério"
891,Lovelace,4.1,0 a 5, Rob Epstein & Jeffrey Friedman,Drama
892,O Hospedeiro,4.1,0 a 5, Andrew Niccol,"Terror, Drama, Ficção científica"
893,Os Miseráveis,4.0,0 a 5, Tom Hooper,"História, Drama"
894,Parker,4.0,0 a 5, Taylor Hackford,"Ação, Crime"
895,Birdman,4.7,0 a 5, Alejandro G. Iñárritu,Documentário
896,O Grande Hotel Budapeste,4.6,0 a 5, Wes Anderson,"Comédia, Drama"
897,Whiplash,4.6,0 a 5, Damien Chazelle,"Drama, Música"
898,Boyhood,4.5,0 a 5, Richard Linklater,Drama
899,Interestelar,4.5,0 a 5, Christopher Nolan,"Aventura, Drama, Ficção científica"
900,O Jogo da Imitação,4.4,0 a 5, Morten Tyldum,"História, Drama, Thriller, Guerra"
901,Guardiões da Galáxia,4.4,0 a 5, James Gunn,"Ficção científica, Aventura, Ação"
902,O Homem Mais Procurado,4.3,0 a 5, Anton Corbijn,Thriller
903,A Teoria de Tudo,4.3,0 a 5, James Marsh,"Drama, Romance"
904,Maze Runner: Correr ou Morrer,4.2,0 a 5, Wes Ball,"Ação, Mistério, Ficção científica, Thriller"
905,Como Treinar o Seu Dragão 2,4.2,0 a 5, Dean DeBlois,"Fantasia, Ação, Aventura, Animação, Comédia, Família"
906,A Culpa é das Estrelas,4.1,0 a 5, Josh Boone,"Romance, Drama"
907,Noé,4.1,0 a 5, Darren Aronofsky,"Drama, Aventura"
908,O Novo Testamento,4.0,0 a 5, Jaco Van Dormael,Comédia
909,O Lobo de Wall Street,4.0,0 a 5, Martin Scorsese,"Crime, Drama, Comédia"
910,Mad Max: Estrada da Fúria,4.8,0 a 5, George Miller,"Ação, Aventura, Ficção científica"
911,O Regresso,4.7,0 a 5, Alejandro G. Iñárritu,"Faroeste, Drama, Aventura"
912,O Quarto de Jack,4.6,0 a 5, Lenny Abrahamson,"Drama, Thriller"
913,A Grande Aposta,4.6,0 a 5, Adam McKay,"Comédia, Drama"
914,Spotlight: Segredos Revelados,4.5,0 a 5, Tom McCarthy,"Drama, História"
915,Divertida Mente,4.5,0 a 5, Pete Docter,"Animação, Família, Aventura, Comédia, Fantasia"
916,Carol,4.4,0 a 5, Todd Haynes,"Romance, Drama"
917,A Espia,4.4,0 a 5, Steven Spielberg,"Thriller, História"
918,Coração Louco,4.3,0 a 5, David O. Russell,"Drama, Música, Romance"
919,O Destino dos Velozes e Furiosos,4.3,0 a 5, James Wan,Desconhecido
920,Sicario: Terra de Ninguém,4.2,0 a 5, Denis Villeneuve,"Ação, Crime, Thriller"
921,O Aviador,4.2,0 a 5, Martin Scorsese,Drama
922,O Pequeno Príncipe,4.1,0 a 5, Mark Osborne,"Aventura, Animação, Fantasia, Família"
923,Ex Machina,4.1,0 a 5, Alex Garland,"Drama, Ficção científica"
924,Vingadores: Era de Ultron,4.0,0 a 5, Joss Whedon,"Ação, Aventura, Ficção científica"
925,La La Land: Cantando Estações,4.8,0 a 5, Damien Chazelle,"Comédia, Drama, Romance, Música"
926,Moonlight: Sob a Luz do Luar,4.7,0 a 5, Barry Jenkins,Drama
927,Até o Último Homem,4.6,0 a 5, Mel Gibson,"Drama, História, Guerra"
928,Manchester à Beira-Mar,4.6,0 a 5, Kenneth Lonergan,Drama
929,A Chegada,4.5,0 a 5, Denis Villeneuve,"Drama, Ficção científica, Mistério"
930,Animais Noturnos,4.5,0 a 5, Tom Ford,"Drama, Thriller"
931,Capitão Fantástico,4.4,0 a 5, Matt Ross,"Aventura, Drama"
932,O Livro de Imagens,4.4,0 a 5, Jean-Luc Godard,Desconhecido
933,A Lenda de Tarzan,4.3,0 a 5, David Yates,"Fantasia, Ação, Aventura"
934,O Caso Spotlight,4.3,0 a 5, Tom McCarthy,"Drama, História"
935,Sully: O Herói do Rio Hudson,4.2,0 a 5, Clint Eastwood,"Drama, História"
936,Com Amor e Sorte,4.2,0 a 5, Garth Jennings,"Comédia, Drama, Família, Fantasia, Romance"
937,Jack Reacher: Sem Retorno,4.1,0 a 5, Edward Zwick,"Ação, Thriller"
938,A Lei da Noite,4.1,0 a 5, Ben Affleck,"Crime, Drama, Thriller"
939,Moana: Um Mar de Aventuras,4.0,0 a 5, Ron Clements,"Aventura, Comédia, Família, Animação"
940,Corra!,4.8,0 a 5, Jordan Peele,"Mistério, Thriller, Terror"
941,Dunkirk,4.7,0 a 5, Christopher Nolan,"Guerra, Ação, Drama"
942,A Forma da Água,4.7,0 a 5, Guillermo del Toro,"Drama, Fantasia, Romance"
943,Lady Bird - A Hora de Voar,4.6,0 a 5, Greta Gerwig,"Drama, Comédia"
944,O Destino dos Velozes e Furiosos,4.5,0 a 5, F. Gary Gray,Desconhecido
945,Mudbound,4.5,0 a 5, Dee Rees,Drama
946,O Poderoso Chefinho,4.4,0 a 5, Tom McGrath,"Animação, Comédia, Aventura, Família"
