titulo,nota,tipo de nota,diretor,generos
"My Little Pony, Equestria Girls: A Lenda de Everfree",7.238,0 a 10,Ishi Rudell,"Aventura, Animação, Música, Fantasia, Comédia"
My Little Pony: Equestria Girls,7.341,0 a 10,Jayson Thiessen,"Animação, Comédia, Família, Fantasia, Música"
My Little Pony: Nova Geração,7.711,0 a 10,Robert Cullen,"Animação, Família, Fantasia, Comédia, Aventura"
My Little Pony: O Filme,7.2,0 a 10,Jayson Thiessen,"Família, Animação, Aventura, Fantasia"
My Next Life as a Villainess: All Routes Lead to Doom! Movie,7.7,0 a 10,Keisuke Inoue,"Animação, Comédia, Drama, Fantasia"
My Old Ass,5.7,0 a 10,Megan Park,"Comédia, Drama"
My Sassy Girl,7.515,0 a 10,Kwak Jae-yong,"Drama, Comédia, Romance"
Má Educação,7.4,0 a 10,Pedro Almodóvar,"Drama, Crime"
Máfia da Dor,6.643,0 a 10,David Yates,Drama
Máquina Mortífera,7.289,0 a 10,Richard Donner,"Aventura, Ação, Comédia, Thriller, Crime"
Máquina Mortífera 2,7.013,0 a 10,Richard Donner,"Ação, Aventura, Comédia, Crime, Thriller"
Máquina Mortífera 3,6.697,0 a 10,Richard Donner,"Aventura, Ação, Comédia, Thriller, Crime"
Máquina Mortífera 4,6.588,0 a 10,Richard Donner,"Ação, Aventura, Comédia, Crime, Thriller"
Máquinas Mortais,6.209,0 a 10,Christian Rivers,"Aventura, Ficção científica"
Mártires,7.315,0 a 10,Pascal Laugier,"Terror, Drama, Thriller"
Mãe e Pai,5.38,0 a 10,Brian Taylor,"Comédia, Terror"
Mãos Talentosas: A História de Ben Carson,7.8,0 a 10,Thomas Carter,Drama
Mãos de Pedra: A História Verdadeira de Roberto Durán,6.6,0 a 10,Jonathan Jakubowicz,Drama
Mírame,6.8,0 a 10,Pavel Cantú,Terror
Música,6.434,0 a 10,Rudy Mancuso,"Romance, Comédia, Música"
Música e Lágrimas,6.9,0 a 10,Anthony Mann,"Drama, Música, Romance"
"Música, Amigos e Festa",6.768,0 a 10,Max Joseph,"Drama, Música, Romance, Comédia"
M家の新妻 変態洗礼,5.8,0 a 10,Tadashi Kyouya,"Drama, Romance"
NYAD,7.102,0 a 10,Elizabeth Chai Vasarhelyi,"Drama, História"
Na Cama com Madonna,4.0,0 a 10,Jean-Baptiste Mondino,"Música, Documentário"
Na Companhia do Mal,5.769,0 a 10,William Brent Bell,"Terror, Mistério"
Na Corda Bamba,7.529,0 a 10,Billy Bob Thornton,Drama
Na Hora da Zona Morta,7.026,0 a 10,David Cronenberg,"Thriller, Terror, Ficção científica"
Na Idade da Inocência,7.129,0 a 10,François Truffaut,"Comédia, Drama"
Na Mira do Atirador,6.362,0 a 10,Doug Liman,"Guerra, Thriller, Drama"
Na Mira do Chefe,7.489,0 a 10,Martin McDonagh,"Comédia, Drama, Crime"
Na Mira do Inimigo,5.2,0 a 10,Derek Presley,"Ação, Crime, Thriller, Drama, Mistério"
Na Mira do Perigo,6.843,0 a 10,Robert Lorenz,"Ação, Drama, Thriller"
Na Natureza Selvagem,7.804,0 a 10,Sean Penn,"Aventura, Drama"
Na Onda do Rap,4.978,0 a 10,David Kellogg,"Romance, Música, Comédia"
Na Palma da Mão,7.35,0 a 10,Kim Tae-joon,Thriller
Na Pele de Minha Mãe,5.9,0 a 10,Kenneth Lim Dagatan,"Terror, Fantasia, Guerra"
Na Ponta dos Dedos,5.871,0 a 10,Christos Nikou,"Romance, Ficção científica, Drama"
Na Roda da Fortuna,7.1,0 a 10,Joel Coen,Comédia
Na Selva,6.613,0 a 10,Greg McLean,"Aventura, Drama, Thriller"
Na Teia da Aranha,6.339,0 a 10,Lee Tamahori,"Crime, Mistério, Thriller, Ação"
Na Terra de Amor e Ódio,5.8,0 a 10,Angelina Jolie,"Drama, Romance, Guerra"
Na Terra de Santos e Pecadores,6.586,0 a 10,Robert Lorenz,"Ação, Thriller"
Nada a Perder,6.536,0 a 10,Steve Oedekerk,"Comédia, Crime"
Nada de Novo no Front,7.732,0 a 10,Edward Berger,"Drama, Guerra, Ação"
Nada é para Sempre,7.0,0 a 10,Robert Redford,"Drama, Família"
Nahir – Entre a Paixão e as Grades,6.0,0 a 10,Hernán Guerschuny,"Crime, Drama, Thriller"
Nai niu,0.0,0 a 10,YoYo Liu,Drama
Namorada de Aluguel,6.928,0 a 10,Steve Rash,"Drama, Comédia, Romance"
Nancy Drew e o Mistério de Hollywood,6.08,0 a 10,Andrew Fleming,"Família, Aventura, Crime, Mistério, Comédia"
Nanny McPhee 2: E as Lições Mágicas,6.295,0 a 10,Susanna White,"Comédia, Fantasia, Família"
Nanny McPhee: A Babá Encantada,6.674,0 a 10,Kirk Jones,"Fantasia, Comédia, Família"
Napoleon Dynamite,6.774,0 a 10,Jared Hess,Comédia
Napoleão,6.423,0 a 10,Ridley Scott,"História, Guerra, Romance, Drama"
Narc,6.718,0 a 10,Joe Carnahan,"Crime, Drama, Mistério"
Narciso Negro,7.5,0 a 10,Michael Powell,Drama
Naruto Shippuden 2: Laços,7.263,0 a 10,Hajime Kamegaki,"Fantasia, Animação, Ação"
Naruto Shippuden 3: Herdeiros da Vontade do Fogo,7.3,0 a 10,Masahiko Murata,"Ação, Aventura, Comédia, Drama, Fantasia, Animação"
Naruto Shippuden 4: A Torre Perdida,7.096,0 a 10,Masahiko Murata,"Aventura, Ação, Animação"
Naruto Shippuden 5: O Filme: Prisão de Sangue,7.4,0 a 10,Masahiko Murata,"Thriller, Animação, Ação, Comédia, Terror, Mistério"
Naruto Shippuden: O Filme,7.4,0 a 10,Hajime Kamegaki,"Animação, Ação, Fantasia"
Naruto: A Lenda da Pedra de Gelel,6.693,0 a 10,Hirotsugu Kawasaki,"Animação, Aventura, Fantasia"
Naruto: Guardiões do Reino da Lua Crescente,7.105,0 a 10,Toshiyuki Tsuru,"Aventura, Animação, Ação"
Naruto: O Confronto Ninja no País da Neve,7.3,0 a 10,Tensai Okamura,"Comédia, Ação, Animação, Aventura"
Naruto: OVA 2 - Batalha na Cachoeira Escondida. Eu sou o Herói!,7.3,0 a 10,Hayato Date,"Animação, Ação, Aventura"
Nas Profundezas do Mar sem Fim,6.497,0 a 10,Ulu Grosbard,"Drama, Mistério"
Nasce Uma Estrela,6.0,0 a 10,Frank Pierson,"Drama, Música, Romance"
Nasce uma Estrela,4.6,0 a 10, Bradley Cooper,"Música, Drama, Romance"
Nascido Para Matar,4.4,0 a 10, Stanley Kubrick,"Drama, Guerra"
Nascido para Lutar,6.372,0 a 10,Panna Rittikrai,"Crime, Ação, Thriller"
Natal Branco,7.218,0 a 10,Michael Curtiz,"Comédia, Música, Romance"
Natal em Família,5.956,0 a 10,Arlene Sanford,"Comédia, Família"
"Natsu e no Tunnel, Sayonara no Deguchi",7.7,0 a 10,Tomohisa Taguchi,"Animação, Drama, Romance, Fantasia"
Natty Knocks,5.2,0 a 10,Dwight H. Little,"Terror, Thriller"
Nausicaä do Vale do Vento,7.94,0 a 10,Hayao Miyazaki,"Aventura, Animação, Fantasia"
Navio Fantasma,5.955,0 a 10,Steve Beck,"Terror, Mistério, Thriller"
Need for Speed: O Filme,6.42,0 a 10,Scott Waugh,"Ação, Crime, Drama, Thriller"
Nefarious,6.803,0 a 10,Cary Solomon,"Terror, Thriller"
Negação,6.858,0 a 10,Mick Jackson,"Drama, História"
Negócio Arriscado,6.608,0 a 10,Paul Brickman,"Romance, Comédia, Drama"
Negócio das Arábias,5.843,0 a 10,Tom Tykwer,"Comédia, Drama"
Negócios de Família,5.698,0 a 10,Sidney Lumet,"Crime, Drama, Comédia"
Nekromantik,5.173,0 a 10,Jörg Buttgereit,"Drama, Terror"
Nell,6.561,0 a 10,Michael Apted,"Drama, Thriller"
Nem Que a Vaca Tussa,6.055,0 a 10,John Sanford,"Animação, Família"
Nem Tudo é Negociável,6.035,0 a 10,Juan Taratuto,"Ação, Thriller, Comédia, Drama"
Nem Tudo é o Que Parece,6.9,0 a 10,Matthew Vaughn,"Drama, Thriller, Crime"
Neon Genesis Evangelion: Morte e Renascimento,7.386,0 a 10,Hideaki Anno,"Animação, Drama, Ficção científica"
Neon Genesis Evangelion: O Fim do Evangelho,8.305,0 a 10,Kazuya Tsurumaki,"Animação, Ficção científica, Ação, Drama"
Nerve: Um Jogo Sem Regras,7.025,0 a 10,Henry Joost,"Mistério, Aventura, Crime"
Neste Canto do Mundo,7.919,0 a 10,Sunao Katabuchi,"Drama, Animação, Romance, Guerra, História"
Never Sleep Again: The Elm Street Legacy,7.809,0 a 10,Daniel Farrands,Documentário
Never Too Young to Rock,4.7,0 a 10,Dennis Abey,"Ficção científica, Música"
New Jack City: A Gangue Brutal,6.603,0 a 10,Mario Van Peebles,"Thriller, Crime, Drama"
New Life,6.167,0 a 10,John Rosman,"Terror, Thriller, Mistério, Ficção científica"
Nezha: O Renascer de um Deus,8.111,0 a 10,Zhao Ji,"Animação, Ação, Fantasia"
Ni chaînes ni maîtres,6.167,0 a 10,Simon Moutaïrou,"Drama, História"
Nice Girls,5.284,0 a 10,Noémie Saglio,"Comédia, Crime, Ação"
Nick & Norah: Uma Noite de Amor e Música,6.461,0 a 10,Peter Sollett,"Comédia, Música, Drama, Romance"
"Nico, Acima da Lei",6.074,0 a 10,Andrew Davis,"Ação, Thriller, Drama"
Night Train,5.9,0 a 10,Shane Stanley,"Ação, Thriller, Crime"
Night of the Demon,6.967,0 a 10,Jacques Tourneur,"Fantasia, Terror, Mistério"
Night of the Hunted,6.1,0 a 10,Franck Khalfoun,"Terror, Mistério, Thriller"
Nightmare at Shadow Woods,5.82,0 a 10,John Grissmer,"Terror, Thriller"
Nikita: Criada para Matar,7.102,0 a 10,Luc Besson,"Ação, Thriller"
"Niko 2: Irmão Pequeno, Problema Grande",6.1,0 a 10,Kari Juusonen,"Animação, Família, Aventura, Comédia"
Nimona,7.901,0 a 10,Troy Quane,"Aventura, Animação, Fantasia, Família, Ação, Ficção científica"
Nina,7.5,0 a 10,Andrea Jaurrieta,"Drama, Thriller"
Nina et le secret du hérisson,7.3,0 a 10,Alain Gagnol,"Animação, Família"
Nina: A Heroína dos Sete Mares,6.823,0 a 10,David Alaux,"Animação, Aventura, Fantasia, Família, Comédia"
Ninfomaniaca: Volume 2,6.735,0 a 10,Lars von Trier,"Drama, Mistério"
"Ninguém Merece, Frida",7.695,0 a 10,Nacho G. Velilla,Comédia
Ninguém Pode Saber,8.0,0 a 10,Hirokazu Kore-eda,Drama
Ninguém Sai Vivo,5.874,0 a 10,Santiago Menghini,"Terror, Mistério, Thriller"
Ninguém Segura Este Bebê,6.4,0 a 10,Patrick Read Johnson,"Comédia, Aventura, Família, Crime, Drama"
Ninguém Vai te Salvar,6.694,0 a 10,Brian Duffield,"Terror, Ficção científica, Thriller"
Ninho do Mal,6.267,0 a 10,Hanna Bergholm,"Terror, Fantasia, Drama"
Ninja,6.115,0 a 10,Isaac Florentine,"Ação, Crime, Drama, Thriller"
Ninja 2: A Vingança,6.659,0 a 10,Isaac Florentine,"Ação, Crime, Thriller"
Ninja Assassino,6.64,0 a 10,James McTeigue,"Ação, Aventura, Thriller"
Ninja Scroll: O Filme,7.7,0 a 10,Yoshiaki Kawajiri,"Fantasia, Aventura, Animação, Ação"
Ninjago: Mestres do Spinjitzu - Dia da Despedida,7.15,0 a 10,Peter Hausner,"Animação, Fantasia, Ação, Aventura, Cinema TV"
Ninotchka,7.5,0 a 10,Ernst Lubitsch,"Comédia, Romance"
No Balanço do Amor,6.524,0 a 10,Thomas Carter,"Drama, Família, Romance, Música"
No Cair da Noite,5.6,0 a 10,Jonathan Liebesman,"Thriller, Terror"
No Calor da Noite,7.634,0 a 10,Norman Jewison,"Crime, Drama, Mistério, Thriller"
No Coração do Mar,6.8,0 a 10,Ron Howard,"Thriller, Drama, Aventura, Ação, História"
No Game No Life: Zero,7.782,0 a 10,Atsuko Ishizuka,"Aventura, Animação, Drama, Fantasia, Romance"
No Half Measures: Creating the Final Season of Breaking Bad,8.4,0 a 10,Stuart Richardson,Documentário
No Limite,6.841,0 a 10,Lee Tamahori,"Ação, Aventura, Drama"
No Limite da Realidade,6.466,0 a 10,George Miller,"Terror, Fantasia, Ficção científica"
No Limite do Amanhã,7.624,0 a 10,Doug Liman,"Ação, Ficção científica"
No Limite: A História de Ernie Davis,7.1,0 a 10,Gary Fleder,Drama
No Manches Frida 2: Paraíso Destruído,7.963,0 a 10,Nacho G. Velilla,Comédia
No Mundo da Lua,7.366,0 a 10,Robert Mulligan,"Drama, Família, Romance"
No Mundo de 2020,6.9,0 a 10,Richard Fleischer,"Ficção científica, Thriller, Crime"
No Name and Dynamite,5.5,0 a 10,Errol Sack,Faroeste
No Olho do Furacão,5.682,0 a 10,Rob Cohen,"Ação, Aventura, Crime, Thriller"
No Olho do Tornado,4.1,0 a 10, Steven Quale,"Ação, Thriller"
No Pique de Nova York,6.187,0 a 10,Dennie Gordon,Comédia
No Portal da Eternidade,6.951,0 a 10,Julian Schnabel,Drama
No Rastro da Bala,6.982,0 a 10,Wayne Kramer,"Ação, Crime, Drama, Thriller"
No Ritmo da Dança,6.91,0 a 10,Randa Haines,"Drama, Música, Romance"
No Ritmo do Coração,7.935,0 a 10,Siân Heder,"Drama, Música, Romance"
No Silêncio da Noite,7.56,0 a 10,Nicholas Ray,"Drama, Romance, Mistério, Crime"
No Topo do Poder,5.617,0 a 10,Ben Wheatley,Drama
No Vale das Sombras,6.776,0 a 10,Paul Haggis,"História, Drama, Thriller, Crime, Mistério"
No Voltees,0.0,0 a 10,Alejandro Hidalgo,Terror
Nobody's Home,6.0,0 a 10,Michelle Bossy,"Thriller, Drama, Comédia"
Nocaute,7.0,0 a 10,Christian Sesma,"Ação, Thriller"
Noche de Bodas,7.3,0 a 10,Osvaldo Benavides,"Comédia, Romance"
Noite Infeliz,7.315,0 a 10,Tommy Wirkola,"Comédia, Ação"
Noite Passada em Soho,7.325,0 a 10,Edgar Wright,"Mistério, Thriller, Terror"
Noite Sangrenta,6.1,0 a 10,Neil LaBute,"Ação, Thriller"
Noite Sem Fim,6.4,0 a 10,Jaume Collet-Serra,"Ação, Crime, Thriller"
Noite de Estréia,7.6,0 a 10,John Cassavetes,Drama
Noite de Jogos,5.676,0 a 10,Marco Petry,"Comédia, Thriller, Romance"
Noite de Natal,7.0,0 a 10,Edwin L. Marin,"Drama, Fantasia, Família"
Noite de Paz,4.4,0 a 10, Emma Roberts,"Drama, Família"
Noite do Terror,5.45,0 a 10,Gregory Dark,"Terror, Thriller"
Noite dos Arrepios,6.678,0 a 10,Fred Dekker,"Terror, Comédia, Ficção científica"
Noite e Neblina,8.207,0 a 10,Alain Resnais,"Documentário, Guerra"
Noite no Paraíso,6.929,0 a 10,Park Hoon-jung,"Crime, Thriller, Ação"
Noites Brutais,6.837,0 a 10,Zach Cregger,"Terror, Mistério, Thriller"
Noites Pornôs no Mundo,5.7,0 a 10,Joe D'Amato,"Aventura, Drama, Terror"
Noites de Cabíria,8.0,0 a 10,Federico Fellini,Drama
Noites de Terror,5.462,0 a 10,Dennis Donnelly,Terror
Noites de Tormenta,6.245,0 a 10,George C. Wolfe,"Drama, Romance"
Noiva em Fuga,6.109,0 a 10,Garry Marshall,"Comédia, Romance"
Noivas em Guerra,6.238,0 a 10,Gary Winick,"Comédia, Romance"
"Noivo Neurótico, Noiva Nervosa",7.749,0 a 10,Woody Allen,"Comédia, Drama, Romance"
Noivo em Pânico,6.768,0 a 10,Rick Famuyiwa,"Comédia, Drama, Romance"
Nomadland,4.8,0 a 10, Chloé Zhao,Drama
Nome de Família,6.731,0 a 10,Mira Nair,"Drama, Família"
Nope,4.4,0 a 10, Jordan Peele,"Terror, Mistério, Ficção científica"
Norbit - Uma Comédia de Peso,5.7,0 a 10,Brian Robbins,Comédia
Norm e os Invencíveis,4.6,0 a 10,Trevor Wall,"Aventura, Animação, Comédia, Família"
Noryang: Deadly Sea,6.3,0 a 10,Kim Han-min,"Ação, História, Drama, Guerra"
Nos Bastidores da Fama,6.867,0 a 10,Gina Prince-Bythewood,"Romance, Drama"
Nos Bastidores de Pantera Negra: Wakanda para Sempre,6.8,0 a 10,Brad Baruh,Documentário
Nos Braços de um Assassino,7.86,0 a 10,Matías Moltrasio,"Romance, Thriller"
Nos Vemos Em Vênus,7.064,0 a 10,Joaquín Llamas,"Romance, Drama"
Nosferatu,7.7,0 a 10,F. W. Murnau,Terror
"Nosferatu, o Vampiro da Noite",7.301,0 a 10,Werner Herzog,"Drama, Terror"
Nossa Irmã Mais Nova,7.578,0 a 10,Hirokazu Kore-eda,Drama
Nosso Amigo Extraordinário,7.269,0 a 10,Marc Turtletaub,"Comédia, Ficção científica, Drama"
Nosso Lar 2: Os Mensageiros,7.0,0 a 10,Wagner de Assis,Drama
Nosso Último Verão,6.006,0 a 10,Bill Bindley,"Romance, Comédia"
Nostalgia,7.842,0 a 10,Andrei Tarkovsky,"Drama, Romance"
Nota 10 em Confusão,5.084,0 a 10,Scott Hillenbrand,Comédia
Notas Sobre um Escândalo,7.1,0 a 10,Richard Eyre,"Drama, Romance"
Nova Ordem,7.434,0 a 10,Park Hoon-jung,"Thriller, Crime, Drama"
Nova Ordem Espacial,7.078,0 a 10,Jo Sung-hee,"Drama, Fantasia, Ficção científica"
"Nova York, Eu Te Amo",5.938,0 a 10,Yvan Attal,"Comédia, Drama, Romance"
Nove Canções,5.604,0 a 10,Michael Winterbottom,"Drama, Música, Romance"
Nove Meses,5.695,0 a 10,Chris Columbus,"Romance, Comédia"
Nove Rainhas,7.783,0 a 10,Fabián Bielinsky,"Crime, Thriller, Drama"
November Man: Um Espião Nunca Morre,6.119,0 a 10,Roger Donaldson,"Crime, Ação, Thriller"
Novidades no Amor,6.5,0 a 10,Bart Freundlich,"Romance, Comédia"
Novo no Pedaço,5.947,0 a 10,Ed Decter,Comédia
Novos Ricos,5.758,0 a 10,Julien Royal,"Comédia, Romance"
Now & Later,5.188,0 a 10,Philippe Diaz,Drama
Nowhere,6.8,0 a 10,Gregg Araki,"Comédia, Drama, Ficção científica"
Noé,4.1,0 a 10, Darren Aronofsky,"Drama, Aventura"
Nu,5.757,0 a 10,Michael Tiddes,Comédia
Num Lago Dourado,7.2,0 a 10,Mark Rydell,"Drama, Romance"
Nunca Deixe de Lembrar,7.8,0 a 10,Florian Henckel von Donnersmarck,"Drama, Romance, História"
Nunca Diga Seu Nome,5.177,0 a 10,Stacy Title,"Terror, Thriller"
Nunca Fale com Estranhos,5.216,0 a 10,Peter Hall,"Thriller, Romance"
Nunca Fui Beijada,6.164,0 a 10,Raja Gosnell,"Romance, Comédia, Drama"
Nunca Fui Santa,6.992,0 a 10,Jamie Babbit,"Comédia, Romance"
Nunca Mais,6.661,0 a 10,Michael Apted,"Drama, Thriller"
Nunca Sem Minha Filha,6.6,0 a 10,Brian Gilbert,"Drama, Thriller"
Nurse Abi,0.0,0 a 10,Dustin Celestino,Drama
Náufrago,7.665,0 a 10,Robert Zemeckis,"Aventura, Drama"
Náufrago da Lua,8.0,0 a 10,Lee Hae-jun,"Drama, Comédia, Romance"
Náufragos do Titanic,6.576,0 a 10,Jean Negulesco,"Drama, Romance"
Não Abra!,5.881,0 a 10,Bishal Dutta,"Terror, Mistério"
Não Aceitamos Devoluções,7.7,0 a 10,Eugenio Derbez,"Comédia, Drama"
Não Conte a Ninguém,7.253,0 a 10,Guillaume Canet,"Drama, Thriller, Crime, Mistério"
Não Desligue,6.232,0 a 10,Alexis Wajsbrot,"Terror, Thriller"
Não Fale com Estranhos,6.192,0 a 10,Anthony Baldino,"Terror, Mistério, Thriller"
Não Fale o Mal,7.059,0 a 10,James Watkins,"Terror, Thriller"
Não Me Abandone Jamais,6.848,0 a 10,Mark Romanek,"Drama, Romance, Ficção científica"
Não Olhe para Cima,7.094,0 a 10,Adam McKay,"Comédia, Ficção científica, Drama"
Não Posso Viver Sem Você,6.667,0 a 10,Santiago Requejo,"Comédia, Romance"
"Não Se Preocupe, Querida",6.804,0 a 10,Olivia Wilde,"Thriller, Mistério, Drama"
Não Solte!,0.0,0 a 10,Alexandre Aja,"Terror, Thriller"
Não Tenho Troco,6.661,0 a 10,Bill Murray,"Comédia, Crime"
Não Vai Dar,6.302,0 a 10,Kay Cannon,Comédia
Não Volte Para Casa!,6.8,0 a 10,BJ Verot,"Terror, Ficção científica"
Não é Mais um Besteirol Americano,5.787,0 a 10,Joel Gallen,Comédia
Não! Não Olhe!,6.849,0 a 10,Jordan Peele,"Terror, Mistério, Ficção científica"
Nós,6.971,0 a 10,Jordan Peele,"Terror, Thriller"
Nós Que Nos Amávamos Tanto,8.253,0 a 10,Ettore Scola,"Drama, Comédia"
Nós Somos os Campeões,6.558,0 a 10,Stephen Herek,"Comédia, Família, Drama"
Nós Somos os Campeões 2,6.179,0 a 10,Sam Weisman,"Comédia, Ação, Família, Drama"
Número 23,6.412,0 a 10,Joel Schumacher,"Thriller, Mistério, Crime"
Número 9,5.956,0 a 10,John August,"Drama, Fantasia, Mistério, Thriller"
O 13° Guerreiro,6.675,0 a 10,John McTiernan,"Aventura, História, Ação"
O 13º Aniversário,6.59,0 a 10,Duwayne Dunham,"Cinema TV, Aventura, Comédia, Família"
O 6º Dia,5.975,0 a 10,Roger Spottiswoode,"Ficção científica, Ação, Mistério, Drama"
O Abismo,5.741,0 a 10,Richard Holm,"Thriller, Drama, Ação"
O Abominável Dr. Phibes,6.901,0 a 10,Robert Fuest,"Terror, Comédia"
O Abraço da Serpente,7.68,0 a 10,Ciro Guerra,"Drama, Aventura"
O Abutre,7.706,0 a 10,Dan Gilroy,"Crime, Drama, Thriller"
O Acordo,6.098,0 a 10,Ric Roman Waugh,"Thriller, Drama, Ação"
O Affair,5.5,0 a 10,Henrik Martin Dahlsbakken,Drama
O Agente Faixa-Preta,7.717,0 a 10,Jason Kim,"Ação, Comédia, Crime"
O Agente Teen,5.5,0 a 10,Harald Zwart,"Ação, Aventura, Comédia, Família"
O Agente Teen 2: Missão Londres,5.555,0 a 10,Kevin Allen,"Comédia, Ação, Aventura, Família, Romance"
O Agente da U.N.C.L.E.,7.092,0 a 10,Guy Ritchie,"Comédia, Ação, Aventura"
O Albergue,4.1,0 a 10,Eli Roth,Terror
O Albergue 2,5.837,0 a 10,Eli Roth,Terror
O Albergue 3,5.068,0 a 10,Scott Spiegel,Terror
O Alfaiate,7.094,0 a 10,Graham Moore,"Crime, Drama, Thriller, Mistério"
O Alfaiate do Panamá,6.0,0 a 10,John Boorman,"Drama, Thriller"
O Almirante: Correntes Furiosas,6.987,0 a 10,Kim Han-min,"Guerra, Ação, Drama, História"
O Alvo,6.403,0 a 10,John Woo,"Ação, Aventura, Crime, Thriller"
O Alvo 2,6.061,0 a 10,Roel Reiné,"Ação, Thriller"
O Alvo: Bem-Vindo ao Inferno,4.7,0 a 10,Jason Connery,"Ação, Terror, Thriller, Ficção científica"
O Amante,7.002,0 a 10,Jean-Jacques Annaud,"Drama, Romance"
O Amante da Rainha,7.362,0 a 10,Nikolaj Arcel,"Drama, História, Romance"
O Amante de Lady Chatterley,6.652,0 a 10,Laure de Clermont-Tonnerre,"Drama, Romance"
O Amigo Oculto,6.335,0 a 10,John Polson,"Terror, Mistério"
O Amor Acontece,5.9,0 a 10,Brandon Camp,"Drama, Romance"
O Amor Mandou Mensagem,6.674,0 a 10,Jim Strouse,"Romance, Drama, Comédia"
O Amor Não Tira Férias,4.2,0 a 10,Nancy Meyers,"Comédia, Romance"
O Amor Sangra,6.548,0 a 10,Rose Glass,"Crime, Romance, Thriller"
O Amor Vem Devagar,6.668,0 a 10,Michael Landon Jr.,"Cinema TV, Faroeste, Romance, Drama"
O Amor dos Pais,7.736,0 a 10,Karan Johar,"Comédia, Drama"
O Amor é Cego,6.159,0 a 10,Bobby Farrelly,"Comédia, Romance"
O Amor é Estranho,6.39,0 a 10,Ira Sachs,Drama
O Anjo Assassino,6.0,0 a 10,George Armitage,"Ação, Crime, Drama, Thriller"
O Anjo Malvado,6.763,0 a 10,Joseph Ruben,"Thriller, Drama, Terror"
O Ano Mais Violento,6.607,0 a 10,J.C. Chandor,"Crime, Drama, Thriller"
O Ano do Dragão,6.884,0 a 10,Michael Cimino,"Ação, Crime, Thriller"
O Apanhador de Sonhos,5.617,0 a 10,Lawrence Kasdan,"Drama, Terror, Ficção científica, Thriller"
O Apocalipse,5.3,0 a 10,Raffaele Mertes,"Drama, Cinema TV"
O Apostador,5.991,0 a 10,Rupert Wyatt,"Thriller, Crime, Drama"
O Aprendiz,0.0,0 a 10,Ali Abbasi,"Drama, História"
O Aprendiz de Feiticeiro,6.119,0 a 10,Jon Turteltaub,"Fantasia, Aventura, Ação"
O Aprendiz do Tigre,6.758,0 a 10,Raman Hui,"Animação, Família, Fantasia"
O Arco,6.948,0 a 10,Kim Ki-duk,Drama
O Arquivo de Berlin,6.657,0 a 10,Ryoo Seung-wan,"Ação, Thriller, Crime"
O Artista,4.8,0 a 10,Michel Hazanavicius,"Drama, Comédia, Romance"
O Assalto,6.308,0 a 10,David Mamet,"Ação, Crime, Drama, Thriller"
O Assassinato de Jesse James Pelo Covarde Robert Ford,7.0,0 a 10,Andrew Dominik,"Drama, Faroeste"
O Assassino,6.572,0 a 10,David Fincher,"Crime, Thriller"
O Assassino Perfeito,7.016,0 a 10,Richard Hughes,"Ação, Crime, Drama"
O Assassino do Alfabeto,5.133,0 a 10,Rob Schmidt,"Crime, Mistério, Thriller"
O Assassino em Mim,5.824,0 a 10,Michael Winterbottom,"Crime, Drama, Thriller"
O Assassino: O Primeiro Alvo,6.4,0 a 10,Michael Cuesta,"Ação, Aventura, Thriller"
O Astronauta,6.768,0 a 10,Johan Renck,"Ficção científica, Aventura, Drama"
O Ataque,6.466,0 a 10,Roland Emmerich,"Ação, Drama, Thriller"
O Ataque das Formigas Gigantes,4.902,0 a 10,Bert I. Gordon,"Terror, Ficção científica"
O Ataque dos Vermes Malditos,6.904,0 a 10,Ron Underwood,"Terror, Ação, Ficção científica, Comédia"
O Ataque dos Vermes Malditos 2,6.237,0 a 10,S.S. Wilson,"Ação, Terror, Comédia, Ficção científica, Thriller"
O Ataque dos Vermes Malditos 3: De Volta à Perfeição,5.8,0 a 10,Brent Maddock,"Ação, Comédia, Terror, Ficção científica, Thriller"
O Ataque dos Vermes Malditos 4: O Começo da Lenda,5.661,0 a 10,S.S. Wilson,"Ação, Comédia, Terror, Faroeste"
O Ataque dos Vermes Malditos 5: Linhas de Sangue,5.502,0 a 10,Don Michael Paul,"Ação, Aventura, Comédia, Terror, Ficção científica"
O Ataque dos Vermes Malditos 6: Um Dia Frio no Inferno,5.933,0 a 10,Don Michael Paul,"Ação, Aventura, Ficção científica"
O Ataque dos Vermes Malditos 7: Ilha dos Shriekers,6.135,0 a 10,Don Michael Paul,"Ação, Terror"
O Atirador 2,5.409,0 a 10,Craig R. Baxley,Ação
O Atirador 4,5.9,0 a 10,Claudio Fäh,"Guerra, Ação, Thriller, Drama"
O Atirador: Fantasma,6.327,0 a 10,Don Michael Paul,"Ação, Drama, Guerra"
O Atirador: Missão Secreta,6.32,0 a 10,Oliver Thompson,"Ação, Thriller, Mistério"
O Atirador: O Extermínio Final,6.428,0 a 10,Claudio Fäh,Ação
O Atirador: O Fim de um Assassino,6.188,0 a 10,Kaare Andrews,Ação
O Atirador: Resposta Global e Equipe Tática,6.625,0 a 10,Oliver Thompson,"Ação, Thriller"
O Aventureiro: A Maldição da Caixa de Midas,5.628,0 a 10,Jonathan Newman,"Fantasia, Aventura, Família"
O Aviador,4.3,0 a 10,Martin Scorsese,Drama
O Babadook,6.522,0 a 10,Jennifer Kent,"Drama, Terror"
O Babá(ca),5.6,0 a 10,David Gordon Green,Comédia
