id,titulo,nota,tipo de nota,diretor,generos
5217,Loucuras na Idade Média,5.371,0 a 10,Gil Junger,"Comédia, Fantasia, Aventura"
5218,A Viúva Clicquot – A Mulher que Formou um Império,6.868,0 a 10,Thomas Napper,Drama
5219,"Ela Dança, Eu Danço 5: Tudo ou Nada",6.837,0 a 10,Trish Sie,"Romance, Drama, Música"
5220,"Marcel, a Concha de Sapatos",7.659,0 a 10,Dean Fleischer Camp,"Animação, Comédia, Família"
5221,Shame,6.9,0 a 10,Steve McQueen,Drama
5222,Steven Universo: O Filme,8.2,0 a 10,Rebecca Sugar,"Cinema TV, Animação, Aventura, Comédia, Fantasia, Música"
5223,Dark Parasite,5.769,0 a 10,Luca Boni,"Terror, Ficção científica"
5224,พร้อมรุก ยัยตุ๊กตาซ้อมรัก,7.8,0 a 10,Atip Ketubol,"Comédia, Romance"
5225,Os Portais,4.938,0 a 10,Saman Kesh,Ficção científica
5226,O Escapista,6.165,0 a 10,Rupert Wyatt,"Ação, Thriller"
5227,Krampus: O Terror do Natal,6.196,0 a 10,Michael Dougherty,"Terror, Comédia, Fantasia"
5228,Os Amores de Anne,8.096,0 a 10,Kevin Sullivan,"Família, Drama"
5229,O Pescador de Ilusões,7.275,0 a 10,Terry Gilliam,"Comédia, Drama"
5230,Scooby-Doo! Piratas à Bordo,7.5,0 a 10,Chuck Sheetz,"Fantasia, Animação, Comédia, Família, Mistério, Aventura"
5231,Naruto Shippuden 2: Laços,7.263,0 a 10,Hajime Kamegaki,"Fantasia, Animação, Ação"
5232,Tirando o Atraso,5.93,0 a 10,Dan Mazer,Comédia
5233,Noite Sangrenta,6.1,0 a 10,Neil LaBute,"Ação, Thriller"
5234,A Serva,2.0,0 a 10,Pablo Moreno,"Drama, Documentário, História"
5235,O Filho de Frankenstein,6.7,0 a 10,Rowland V. Lee,"Terror, Ficção científica"
5236,Pat et Mat : un dernier tour de vis,0.0,0 a 10,Marek Beneš,
5237,Pantasya ni Tami,1.0,0 a 10,Easy Ferrer,"Drama, Romance"
5238,007 Um Novo Dia para Morrer,5.987,0 a 10,Lee Tamahori,"Aventura, Ação, Thriller"
5239,동거의 목적,4.0,0 a 10,Joo Sung-woo,Romance
5240,Cidade de Deus: 10 Anos Depois,6.796,0 a 10,Luciano Vidigal,Documentário
5241,A Profecia,5.624,0 a 10,John Moore,"Terror, Mistério, Thriller"
5242,Teen Beach: O Filme,6.9,0 a 10,Jeffrey Hornaday,"Família, Música, Cinema TV, Comédia"
5243,The Walking Dead: The Return,7.423,0 a 10,Jes Thorud,Documentário
5244,A Outra Face,7.04,0 a 10,John Woo,"Ação, Crime, Ficção científica"
5245,Clube dos Cafajestes,6.982,0 a 10,John Landis,Comédia
5246,A Caçada,6.289,0 a 10,David Michôd,"Crime, Drama"
5247,Papillon,7.345,0 a 10,Michael Noer,Drama
5248,O Destemido Senhor da Guerra,6.9,0 a 10,Clint Eastwood,"Guerra, Drama"
5249,X-Men: The Mutant Watch,6.998,0 a 10,Thomas C. Grane,Documentário
5250,Sexo,5.28,0 a 10,Rodrigo Bellott,Comédia
5251,O Físico,7.349,0 a 10,Philipp Stölzl,"Aventura, Drama, História"
5252,Cidade das Sombras,7.326,0 a 10,Alex Proyas,"Mistério, Ficção científica"
5253,Hill: Amor Pelo Jogo,7.718,0 a 10,Jeff Celentano,"História, Drama"
5254,Como Água para Chocolate,7.3,0 a 10,Alfonso Arau,"Drama, Romance"
5255,O Amor dos Pais,7.736,0 a 10,Karan Johar,"Comédia, Drama"
5256,História de um Casamento,7.738,0 a 10,Noah Baumbach,Drama
5257,Os Dez Mandamentos: O Filme,7.225,0 a 10,Alexandre Avancini,Drama
5258,美女奉行　おんな牢秘抄,4.833,0 a 10,Ryôji Shinmura,"Drama, História"
5259,จันดารา ปฐมบท,5.9,0 a 10,Pundhevanop Dhewakul,"Drama, Romance"
5260,Príncipe das Sombras,6.791,0 a 10,John Carpenter,Terror
5261,Estritamente Confidencial,6.222,0 a 10,Damian Hurley,"Mistério, Thriller"
5262,Kucing Liar,2.0,0 a 10,Irwansyah,Drama
5263,门前宝地,0.0,0 a 10,Xu Junfeng,"Ação, Drama"
5264,A Mãe,6.7,0 a 10,Niki Caro,"Ação, Thriller"
5265,Atlantis: O Reino Perdido,7.014,0 a 10,Gary Trousdale,"Animação, Família, Aventura, Ficção científica"
5266,Soldado Universal,6.296,0 a 10,Roland Emmerich,"Thriller, Ação, Ficção científica, Crime"
5267,As Aventuras de Peabody e Sherman,6.725,0 a 10,Rob Minkoff,"Animação, Aventura, Família"
5268,Sorte no Amor,6.142,0 a 10,Donald Petrie,"Comédia, Drama, Família, Fantasia, Romance"
5269,Ava,5.8,0 a 10,Tate Taylor,"Ação, Thriller, Crime"
5270,Crianças Lobo,8.227,0 a 10,Mamoru Hosoda,"Animação, Família, Drama, Fantasia"
5271,Uma Odisséia Chinesa: Parte Um – A Caixa de Pandora,7.545,0 a 10,Jeffrey Lau,"Ação, Aventura, Fantasia, Comédia, Romance"
5272,Bambi 2,6.52,0 a 10,Brian Pimental,"Animação, Drama, Família"
5273,Alvo Duplo,7.408,0 a 10,John Woo,"Ação, Crime, Drama"
5274,Voo Noturno,6.385,0 a 10,Wes Craven,"Thriller, Mistério"
5275,Top Girls,0.0,0 a 10,Max Stafford-Clark,"Drama, Cinema TV"
5276,"Adeus, Minha Concubina",7.947,0 a 10,Chen Kaige,Drama
5277,"Jamón, jamón",6.2,0 a 10,Bigas Luna,"Comédia, Drama, Romance"
5278,A Forma da Água,7.245,0 a 10,Guillermo del Toro,"Drama, Fantasia, Romance"
5279,Os Vingadores Confidencial: Viúva Negra & Justiceiro,6.4,0 a 10,Kenichi Shimizu,"Animação, Ficção científica, Ação"
5280,O Defensor,6.7,0 a 10,Corey Yuen,"Drama, Ação, Thriller"
5281,Abismo do Medo 2,5.898,0 a 10,Jon Harris,"Aventura, Terror, Thriller"
5282,Medo,7.1,0 a 10,Kim Jee-woon,"Drama, Terror, Mistério"
5283,Entrando Numa Fria Maior Ainda,6.2,0 a 10,Jay Roach,"Comédia, Romance"
5284,O Agente Teen 2: Missão Londres,5.555,0 a 10,Kevin Allen,"Comédia, Ação, Aventura, Família, Romance"
5285,A Tragédia de Macbeth,6.943,0 a 10,Joel Coen,"Drama, Guerra"
5286,O Monstro que vive em Mim,5.662,0 a 10,Anna Zlokovic,Terror
5287,Dirty Harry na Lista Negra,6.266,0 a 10,Buddy Van Horn,"Ação, Crime, Thriller"
5288,A Busca de Groot,7.2,0 a 10,Kirsten Lepore,"Animação, Família, Comédia, Ficção científica"
5289,부부의 스폰서,0.0,0 a 10,Hwang Seong-wook,"Drama, Romance"
5290,No Half Measures: Creating the Final Season of Breaking Bad,8.4,0 a 10,Stuart Richardson,Documentário
5291,A Experiência II: A Mutação,5.147,0 a 10,Peter Medak,"Ficção científica, Ação, Terror"
5292,Refém,6.3,0 a 10,Florent-Emilio Siri,"Ação, Thriller, Crime"
5293,Horizonte Profundo: Desastre no Golfo,6.878,0 a 10,Peter Berg,"Drama, Ação"
5294,Tiger 3,5.8,0 a 10,Maneesh Sharma,"Ação, Aventura, Thriller"
5295,Os Três Mosqueteiros,6.387,0 a 10,Stephen Herek,"Ação, Aventura, Comédia"
5296,A Luta de uma Vida,6.924,0 a 10,Barry Levinson,"História, Ação, Drama, Cinema TV"
5297,Desconhecido,6.668,0 a 10,Jaume Collet-Serra,"Ação, Mistério, Thriller"
5298,O Jogo da Invocação,5.6,0 a 10,Ari Costa,"Terror, Thriller"
5299,Power Rangers: O Filme,5.8,0 a 10,Bryan Spicer,"Ação, Aventura, Ficção científica, Fantasia"
5300,Inside Out 2: A Special Look,8.0,0 a 10,Diretor não encontrado,"Animação, Comédia, Família"
5301,A Primavera Espetacular de Moranguinho,7.8,0 a 10,Jim Miller,"Família, Animação"
5302,Salvaje despertar,5.5,0 a 10,Joan Fermí Martí,"Drama, Romance, Thriller"
5303,FUBAR Vol. 1,6.4,0 a 10,Diretor não encontrado,"Documentário, Terror"
5304,Lutar ou Morrer,7.5,0 a 10,Gordon Chan,Ação
5305,O Medalhão,5.588,0 a 10,Gordon Chan,"Thriller, Fantasia, Ação, Comédia"
5306,Projeto Fantasma,6.1,0 a 10,Federico Finkielstain,"Terror, Ficção científica"
5307,Vennira Iravugal,10.0,0 a 10,R. Perakas Rajaram,"Romance, Comédia"
5308,Carga Máxima,6.7,0 a 10,Tomás Portella,"Ação, Thriller, Drama"
5309,Ensina-me a Viver,7.607,0 a 10,Hal Ashby,"Comédia, Drama, Romance"
5310,Asterix e Obelix no Reino do Meio,4.9,0 a 10,Guillaume Canet,"Família, Comédia, Aventura"
5311,União do Mal,6.9,0 a 10,Corey Yuen,"Ação, Thriller"
5312,Gregor Mendel a tajemství hrášku,0.0,0 a 10,David Súkup,Animação
5313,A Chave Mágica,6.447,0 a 10,Frank Oz,"Aventura, Família, Fantasia"
5314,God Is a Bullet,6.14,0 a 10,Nick Cassavetes,"Thriller, Ação, Crime"
5315,Capitão Phillips,7.549,0 a 10,Paul Greengrass,"Ação, Drama, Thriller"
5316,Beleza Avassaladora 2,6.5,0 a 10,Jayprad Desai,"Mistério, Thriller, Romance"
5317,"Batman: O Cavaleiro das Trevas, Parte 1",7.728,0 a 10,Jay Oliva,"Ficção científica, Ação, Animação, Mistério"
5318,Pânico 3,5.99,0 a 10,Wes Craven,"Terror, Mistério"
5319,A Nova Cinderela: Era uma Vez uma Canção,6.381,0 a 10,Damon Santostefano,"Comédia, Família, Romance, Drama"
5320,Evocando Espíritos,6.2,0 a 10,Peter Cornwell,"Thriller, Terror"
5321,Porky's: A Casa do Amor e do Riso,6.4,0 a 10,Bob Clark,Comédia
5322,A Chamada,6.273,0 a 10,Greg Marcks,"Ação, Thriller"
5323,Desculpe Te Incomodar,6.815,0 a 10,Boots Riley,"Fantasia, Ficção científica, Comédia"
5324,Os Smurfs 2,5.765,0 a 10,Raja Gosnell,"Fantasia, Família, Comédia, Animação"
5325,Dois Doidões em Harvard,6.301,0 a 10,Jesse Dylan,Comédia
5326,Caminho sem Volta,6.168,0 a 10,James Gray,"Crime, Drama, Thriller"
5327,정사: 결혼 말고 연애,5.7,0 a 10,Jo Kyeong-hoon-I,"Romance, Drama"
5328,O Que Me Traz Até Você,6.4,0 a 10,Peter Hutchings,"Romance, Comédia, Drama"
5329,O Primeiro Mentiroso,6.212,0 a 10,Ricky Gervais,"Comédia, Fantasia, Romance"
5330,LUSAW: Exploring Urban Agriculture,0.0,0 a 10,Miko Buan Acuña,Documentário
5331,Atividade Paranormal: Tóquio,5.974,0 a 10,Toshikazu Nagae,"Terror, Thriller"
5332,Feito na América,6.88,0 a 10,Doug Liman,"Comédia, Crime, Drama"
5333,O Besouro Verde,5.595,0 a 10,Michel Gondry,"Ação, Crime, Comédia"
5334,Donnie Brasco,7.54,0 a 10,Mike Newell,"Crime, Drama, Thriller"
5335,Jogos de Amor,6.079,0 a 10,Trish Sie,"Romance, Comédia"
5336,Os Cavaleiros do Zodíaco: Prólogo do Céu,7.6,0 a 10,Shigeyasu Yamauchi,"Animação, Fantasia"
5337,Paulie - O Papagaio Bom de Papo,6.775,0 a 10,John Roberts,"Comédia, Família"
5338,맛있는 과외누나,0.0,0 a 10,Lee Ga-on,Romance
5339,Anaconda 4,4.695,0 a 10,Don E. FauntLeRoy,"Terror, Ação, Aventura, Cinema TV"
5340,Todas as Garotas do Presidente,5.9,0 a 10,Andrew Fleming,"Comédia, Aventura"
5341,O Pequeno Herói,5.83,0 a 10,Christopher Reeve,"Aventura, Animação, Comédia, Família"
5342,Uma Prova de Amor,7.369,0 a 10,Nick Cassavetes,Drama
5343,Fast Charlie,6.205,0 a 10,Phillip Noyce,"Ação, Crime, Drama"
5344,தம்பி,6.5,0 a 10,Jeethu Joseph,"Thriller, Ação"
5345,सूर्यवंशी,5.771,0 a 10,Rohit Shetty,"Ação, Crime, Thriller"
5346,Escape,1.3,0 a 10,Howard J. Ford,"Thriller, Ação"
5347,Marcados Pela Guerra,6.716,0 a 10,Peter Sattler,Drama
5348,Uma Parede entre Nós,6.637,0 a 10,Patricia Font,"Romance, Comédia"
5349,"Amor, Sublime Amor",7.259,0 a 10,Jerome Robbins,"Crime, Drama, Romance"
5350,젊은 형부,5.6,0 a 10,Park Eun-ho,"Comédia, Drama, Romance"
5351,Gini Mal Pokuru,0.0,0 a 10,Udayakantha Warnasuriya,"Crime, Thriller"
5352,O Primeiro Homem,7.047,0 a 10,Damien Chazelle,"História, Drama"
5353,Hardcore: Missão Extrema,6.403,0 a 10,Ilya Naishuller,"Ação, Aventura, Ficção científica"
5354,Sucker Punch: Mundo Surreal,6.201,0 a 10,Zack Snyder,"Ação, Fantasia, Thriller"
5355,Contagem Regressiva,6.203,0 a 10,Stephen Hopkins,Ação
5356,Dragon Ball Z: O Retorno dos Andróides,6.845,0 a 10,Daisuke Nishio,"Ação, Animação, Ficção científica"
5357,Lutando Pela Família,6.862,0 a 10,Stephen Merchant,Comédia
5358,Todos os Homens do Presidente,7.67,0 a 10,Alan J. Pakula,"Drama, História, Mistério, Thriller"
5359,Sociedade Secreta dos Segundos Filhos Reais,6.7,0 a 10,Anna Mastro,"Ação, Aventura, Comédia, Fantasia"
5360,Untitled Gummadi Narsaiah Biopic,0.0,0 a 10,Parameshwar Hivrale,"Drama, História"
5361,L'amica di mia madre,4.6,0 a 10,Mauro Ivaldi,Comédia
5362,掃毒3︰人在天涯,6.209,0 a 10,Herman Yau,"Ação, Crime, Aventura"
5363,Cabana do Inferno,5.677,0 a 10,Eli Roth,Terror
5364,시누이의 맛,6.9,0 a 10,Choi Jung-ja,"Drama, Romance"
5365,Quando um Homem É Homem,6.6,0 a 10,Andrew V. McLaglen,"Faroeste, Comédia"
5366,Swing: Em Busca do Prazer,5.5,0 a 10,Colin Kennedy,"Romance, Drama"
5367,Substitutos,5.861,0 a 10,April Mullen,"Ficção científica, Thriller"
5368,As Bestas,7.552,0 a 10,Rodrigo Sorogoyen,"Thriller, Drama"
5369,Contatos de 4º Grau,6.324,0 a 10,Olatunde Osunsanmi,"Mistério, Ficção científica, Thriller"
5370,A Casa Que Jack Construiu,7.1,0 a 10,Lars von Trier,"Drama, Terror, Crime, Thriller"
5371,As Memórias de Marnie,7.9,0 a 10,Hiromasa Yonebayashi,"Animação, Drama, Família, Mistério"
5372,E Se Fosse Verdade,6.946,0 a 10,Mark Waters,"Drama, Comédia, Romance, Fantasia"
5373,Veículo 19,5.349,0 a 10,Mukunda Michael Dewil,"Thriller, Ação"
5374,Halloween: Ressurreição,4.604,0 a 10,Rick Rosenthal,"Terror, Thriller"
5375,Le grand vide,0.0,0 a 10,Jessy Dupont,Drama
5376,Togo,8.155,0 a 10,Ericson Core,"Aventura, Família"
5377,Agentes Vanguard,6.357,0 a 10,Stanley Tong,"Comédia, Thriller, Ação, Aventura"
5378,कहां शुरू कहां ख़तम,0.0,0 a 10,Saurabh Dasgupta,"Comédia, Drama"
5379,As Ondas,7.395,0 a 10,Trey Edward Shults,"Romance, Drama"
5380,Baahubali 2: A Conclusão,7.43,0 a 10,S. S. Rajamouli,"Ação, Aventura, Fantasia"
5381,Atividade Paranormal,6.001,0 a 10,Oren Peli,"Terror, Mistério"
5382,Gaga Chromatica Ball,8.154,0 a 10,Lady Gaga,Música
5383,Stallone: Cobra,6.102,0 a 10,George P. Cosmatos,"Ação, Crime, Thriller"
5384,A Partida,7.847,0 a 10,Yojiro Takita,Drama
5385,Amargo Pesadelo,7.316,0 a 10,John Boorman,"Drama, Aventura, Thriller"
5386,Liga da Justiça: A Nova Fronteira,6.789,0 a 10,Dave Bullock,"Ação, Aventura, Animação, Ficção científica"
5387,Jornada nas Estrelas III: À Procura de Spock,6.58,0 a 10,Leonard Nimoy,"Ficção científica, Ação, Aventura, Thriller"
5388,Sinais,6.697,0 a 10,M. Night Shyamalan,"Drama, Thriller, Ficção científica, Mistério"
5389,Escravas do Desejo,6.299,0 a 10,Harry Kümel,"Drama, Terror, Thriller"
5390,007 Contra Octopussy,6.325,0 a 10,John Glen,"Aventura, Ação, Thriller"
5391,Contratado para Matar,6.664,0 a 10,Simon Wincer,Faroeste
5392,Sangue Jovem,6.383,0 a 10,Julius Avery,"Ação, Crime, Drama, Thriller"
5393,Jogo da Morte,6.406,0 a 10,Robert Clouse,"Drama, Ação, Thriller"
5394,As Grandes Aventuras de Pee-wee,6.43,0 a 10,Tim Burton,"Comédia, Aventura"
5395,A Garota da Casa ao Lado,6.65,0 a 10,Gregory Wilson,"Thriller, Crime, Drama, Terror"
5396,Operação Cerveja,7.566,0 a 10,Peter Farrelly,"Drama, Comédia, Guerra"
5397,Dungeons & Dragons 2: O Poder Maior,4.5,0 a 10,Gerry Lively,"Ação, Aventura, Fantasia, Cinema TV"
5398,Rua do Medo: 1978 - Parte 2,7.2,0 a 10,Leigh Janiak,"Terror, Mistério"
5399,Jornada nas Estrelas: Insurreição,6.437,0 a 10,Jonathan Frakes,"Ficção científica, Ação, Aventura, Thriller"
5400,Arahan,6.612,0 a 10,Ryoo Seung-wan,"Fantasia, Ação, Comédia, Thriller"
5401,一九九二風塵女,0.0,0 a 10,Wong Yau-Sing,Drama
5402,Gaiola Mental,6.02,0 a 10,Mauro Borrelli,"Mistério, Thriller, Crime"
5403,Made in Abyss: O Amanhecer de uma Alma Profunda,7.785,0 a 10,Masayuki Kojima,"Animação, Aventura, Fantasia, Mistério, Drama, Ficção científica"
5404,Mundo Estranho,6.335,0 a 10,Don Hall,"Animação, Família, Aventura, Ficção científica, Fantasia"
5405,As Crônicas do Medo,6.092,0 a 10,David Bruckner,"Thriller, Terror"
5406,"Retroceder Nunca, Render-se Jamais",6.224,0 a 10,Corey Yuen,Ação
5407,O Mau Exemplo de Cameron Post,6.9,0 a 10,Desiree Akhavan,Drama
5408,A Praia Assassina,5.134,0 a 10,Isaac Gabaeff,"Terror, Ficção científica, Comédia"
5409,El hombre que amaba los platos voladores,0.0,0 a 10,Diego Lerman,"Drama, Comédia"
5410,O Centésimo Batalhão,7.5,0 a 10,Mark Herzog,"Guerra, Documentário, História"
5411,Babel,7.18,0 a 10,Alejandro González Iñárritu,Drama
5412,Homens de Coragem,7.418,0 a 10,Joseph Kosinski,"Drama, Ação"
5413,97 Minutos,4.728,0 a 10,Timo Vuorensola,"Ação, Thriller, Drama"
5414,Os Espíritos,6.889,0 a 10,Peter Jackson,"Terror, Comédia"
5415,Estrelas do Kung Fu,6.374,0 a 10,Sammo Hung,"Ação, Comédia"
5416,V/H/S/85,6.013,0 a 10,Scott Derrickson,"Terror, Thriller"
5417,"Música, Amigos e Festa",6.768,0 a 10,Max Joseph,"Drama, Música, Romance, Comédia"
5418,Déjà Vu,6.864,0 a 10,Tony Scott,"Ação, Thriller, Ficção científica"
5419,Golpe Sujo,6.287,0 a 10,Colin Higgins,"Comédia, Mistério, Thriller"
5420,Swingers - Curtindo a Noite,6.9,0 a 10,Doug Liman,Comédia
5421,Mogli: Entre Dois Mundos,6.487,0 a 10,Andy Serkis,"Aventura, Drama"
5422,A Princesa,6.813,0 a 10,Le Van Kiet,"Ação, Fantasia"
5423,A Casa Amaldiçoada,5.451,0 a 10,Jan de Bont,"Terror, Thriller, Fantasia, Mistério"
5424,Tokyo Ghoul: Jack,7.7,0 a 10,Soichi Shimada,"Terror, Ação, Animação, Drama"
5425,O Fantástico Super-Homem,6.5,0 a 10,Robert Stevenson,"Comédia, Família, Ficção científica"
5426,Sem Reservas,6.631,0 a 10,Scott Hicks,"Comédia, Romance, Drama"
5427,Viagens Alucinantes,6.686,0 a 10,Ken Russell,"Terror, Ficção científica, Thriller"
5428,"Seis Dias, Sete Noites",6.074,0 a 10,Ivan Reitman,"Comédia, Ação, Aventura, Romance"
5429,Doze é Demais,6.42,0 a 10,Gail Lerner,"Família, Comédia"
5430,Lamb,6.5,0 a 10,Valdimar Jóhannsson,"Drama, Fantasia, Terror"
5431,Medieval,6.989,0 a 10,Petr Jákl,"Ação, Drama, História"
5432,"20,000 Espécies de Abelhas",7.052,0 a 10,Estibaliz Urresola Solaguren,Drama
5433,O Conselheiro do Crime,5.269,0 a 10,Ridley Scott,"Thriller, Crime, Drama"
5434,Snoopy apresenta: para mamãe (e papai) com amor,7.0,0 a 10,Clay Kaytis,Animação
5435,Assassino a Preço Fixo,6.7,0 a 10,Michael Winner,"Ação, Thriller"
5436,Lutero,6.5,0 a 10,Eric Till,"Drama, História"
5437,Krigsvarsleren,0.0,0 a 10,Diretor não encontrado,
5438,Homem-Aranha: Além do Aranhaverso,0.0,0 a 10,Joaquim Dos Santos,"Animação, Ação, Aventura, Ficção científica"
5439,Nos Vemos Em Vênus,7.064,0 a 10,Joaquín Llamas,"Romance, Drama"
5440,性の劇薬,6.4,0 a 10,Hideo Jojo,"Thriller, Drama, Terror"
5441,Jogando com Prazer,5.505,0 a 10,David Mackenzie,"Comédia, Romance"
5442,Xeque-Mate,7.479,0 a 10,Paul McGuigan,"Drama, Thriller, Crime, Mistério"
5443,"Mektoub, My Love: Canto Uno",6.725,0 a 10,Abdellatif Kechiche,"Romance, Drama"
5444,深海,6.9,0 a 10,Tian Xiaopeng,"Animação, Aventura, Drama, Fantasia, Mistério"
5445,Versos de um Crime,7.1,0 a 10,John Krokidas,"Drama, Romance, Thriller"
5446,Oito Noites de Loucura de Adam Sandler,5.145,0 a 10,Seth Kearsley,"Animação, Comédia"
5447,Under Streetlights,0.0,0 a 10,Danielle Loy,Drama
5448,Asteroid City,6.49,0 a 10,Wes Anderson,"Comédia, Drama"
5449,Wyrmwood: Apocalypse,5.708,0 a 10,Kiah Roache-Turner,"Ação, Terror"
5450,Olhos Frios,7.535,0 a 10,Kim Byung-seo,"Crime, Ação, Thriller"
5451,Obsessão Fatal,6.208,0 a 10,Jonathan Kaplan,"Crime, Mistério, Thriller"
5452,Os Aventureiros do Bairro Proibido,7.2,0 a 10,John Carpenter,"Ação, Comédia, Fantasia"
5453,As Criaturas Atrás das Paredes,6.524,0 a 10,Wes Craven,"Terror, Comédia"
5454,Alta Frequência,7.241,0 a 10,Gregory Hoblit,"Ficção científica, Thriller"
5455,O Rei,7.154,0 a 10,David Michôd,"Drama, História, Guerra"
5456,O Homem da Máscara de Ferro,6.641,0 a 10,Randall Wallace,"Aventura, Ação, Drama"
5457,O Sabor da Vida,7.063,0 a 10,Trần Anh Hùng,"Romance, Drama"
5458,"2025: Blood, White & Blue",4.2,0 a 10,Josh E. Williams,"Terror, Ação, Comédia"
5459,Higop,4.857,0 a 10,Topel Lee,Romance
5460,Os Pássaros,7.525,0 a 10,Alfred Hitchcock,"Terror, Thriller"
5461,Barbie: A Princesa & A Popstar,7.145,0 a 10,Ezekiel Norton,"Família, Animação"
5462,Santos Justiceiros,7.3,0 a 10,Troy Duffy,"Ação, Thriller, Crime"
5463,Os Supremos: O Filme,6.81,0 a 10,Curt Geda,"Ação, Animação, Família, Aventura, Ficção científica"
5464,Da-lhe Duro Trinity,6.7,0 a 10,Giuseppe Colizzi,"Aventura, Ação, Comédia"
5465,Esfera,6.121,0 a 10,Barry Levinson,"Ficção científica, Mistério, Thriller, Terror"
5466,Diário de um Banana no Natal: Casa dos Horrores,6.8,0 a 10,Luke Cormican,"Animação, Comédia, Família"
5467,Uma Vida em Sete Dias,5.679,0 a 10,Stephen Herek,"Comédia, Drama, Romance"
5468,Uma Chamada Perdida,5.407,0 a 10,Eric Valette,"Terror, Mistério, Thriller"
5469,Esquadrão de Elite,6.143,0 a 10,Randy Korompis,"Ação, Ficção científica"
5470,Klaus,8.237,0 a 10,Sergio Pablos,"Animação, Família, Aventura, Comédia, Fantasia"
5471,"Sniper, O Atirador",6.151,0 a 10,Luis Llosa,"Ação, Drama, Thriller"
5472,Um Lugar Chamado Notting Hill,7.258,0 a 10,Roger Michell,"Romance, Comédia"
5473,Roll on By,0.0,0 a 10,Lyra Murphy,
5474,Zoolander 2,4.915,0 a 10,Ben Stiller,"Comédia, Aventura, Ação"
5475,Dragon Ball: A Lenda de Shenlong,6.8,0 a 10,Daisuke Nishio,"Ação, Animação, Aventura, Comédia, Fantasia, Ficção científica"
5476,Criaturas 2,6.029,0 a 10,Mick Garris,"Comédia, Terror, Ficção científica"
5477,Fratura,6.731,0 a 10,Brad Anderson,Thriller
5478,Weekend in Taipei,0.0,0 a 10,George Huang,"Ação, Aventura, Thriller"
5479,Sedutora e Diabólica,5.6,0 a 10,Nick Guthe,"Comédia, Crime, Drama"
5480,18금 아이돌 승하의 섹스 스캔들,6.9,0 a 10,Choi Jin-chul,"Drama, Romance"
5481,O Guarda-Costas,6.69,0 a 10,Mick Jackson,"Ação, Drama, Romance"
5482,The Stranger by the Shore,7.883,0 a 10,Akiyo Ohashi,"Animação, Romance, Drama"
5483,"Babe, o Porquinho Atrapalhado",6.234,0 a 10,Chris Noonan,"Fantasia, Drama, Comédia, Família"
5484,System Change,0.0,0 a 10,Klaus Sparwasser,Documentário
5485,Ishtar,4.503,0 a 10,Elaine May,"Comédia, Aventura"
5486,A História de Ricky,6.826,0 a 10,Lam Ngai Kai,"Ação, Crime, Ficção científica"
5487,Da Colina Kokuriko,7.5,0 a 10,Goro Miyazaki,"Animação, Drama"
5488,Cantando na Chuva,8.2,0 a 10,Gene Kelly,"Comédia, Romance"
5489,Zootopia 2,0.0,0 a 10,Jared Bush,"Animação, Comédia, Família"
5490,K.G.F: Capítulo 1,7.376,0 a 10,Prashanth Neel,"Thriller, Ação, Aventura, Crime"
5491,As Gêmeas Silenciosas,6.8,0 a 10,Agnieszka Smoczyńska,Drama
5492,Um Dia para Morrer,5.8,0 a 10,Wes Miller,"Ação, Thriller, Crime, Drama"
5493,Um Toque de Pecado,7.2,0 a 10,Jia Zhangke,"Drama, Crime, Ação"
5494,Bons de Bico,5.876,0 a 10,Jimmy Hayward,"Animação, Comédia, Família"
5495,O Melhor Amigo da Noiva,6.445,0 a 10,Paul Weiland,"Comédia, Romance"
5496,O Durão,6.026,0 a 10,Etan Cohen,Comédia
5497,Eu Queria Ter a Sua Vida,6.2,0 a 10,David Dobkin,Comédia
5498,Prazeres Mortais,6.406,0 a 10,Erik Van Looy,Thriller
5499,A Nova Onda do Kronk,6.4,0 a 10,Saul Blinkoff,"Animação, Comédia, Família"
5500,Perseguição: A Estrada da Morte,6.5,0 a 10,John Dahl,"Mistério, Thriller, Drama"
5501,A Mulher da Areia,8.199,0 a 10,Hiroshi Teshigahara,"Drama, Thriller"
5502,Desejo e Reparação,7.647,0 a 10,Joe Wright,"Drama, Romance"
5503,Uma Babá Objeto de Desejo,5.221,0 a 10,Guy Ferland,"Drama, Thriller"
5504,Nada a Perder,6.536,0 a 10,Steve Oedekerk,"Comédia, Crime"
5505,Folhas de Outono,7.276,0 a 10,Aki Kaurismäki,"Romance, Comédia, Drama"
5506,Inserts,6.0,0 a 10,John Byrum,"Drama, Comédia"
5507,Segredo de Sangue,5.6,0 a 10,Jonathan Darby,"Drama, Thriller"
5508,Copycat - A Vida Imita a Morte,6.492,0 a 10,Jon Amiel,"Thriller, Crime, Mistério"
5509,Estação Polar Zebra,6.2,0 a 10,John Sturges,"Ação, Aventura, Thriller"
5510,Hellboy: A Espada das Tempestades,6.2,0 a 10,Phil Weinstein,"Animação, Fantasia, Ação, Thriller, Ficção científica, Terror"
5511,Caminhos Perigosos,7.082,0 a 10,Martin Scorsese,"Drama, Crime"
5512,Naruto Shippuden 3: Herdeiros da Vontade do Fogo,7.3,0 a 10,Masahiko Murata,"Ação, Aventura, Comédia, Drama, Fantasia, Animação"
5513,Perversa Paixão,6.57,0 a 10,Clint Eastwood,"Drama, Thriller"
